Seqno,RecvTime,U1,I1,U2,I2,U3,I3
3761,1743738062454747,119.060,5.412,189.394,8.608,-308.475,-14.020
3762,1743738062454753,133.027,6.045,177.061,8.049,-310.089,-14.094
3763,1743738062454758,146.672,6.668,164.299,7.467,-310.950,-14.136
3764,1743738062454764,159.952,7.269,151.127,6.872,-311.079,-14.141
3765,1743738062454769,172.843,7.855,137.612,6.253,-310.455,-14.113
3766,1743738062454775,185.347,8.423,123.752,5.625,-309.099,-14.048
3767,1743738062454780,197.378,8.973,109.590,4.983,-306.968,-13.951
3768,1743738062454786,208.936,9.499,95.170,4.327,-304.106,-13.822
3769,1743738062454791,219.998,9.998,80.535,3.662,-300.533,-13.660
3770,1743738062454795,230.522,10.478,65.685,2.983,-296.207,-13.466
3771,1743738062454800,240.508,10.931,50.684,2.304,-291.193,-13.235
3772,1743738062454805,249.892,11.360,35.554,1.616,-285.468,-12.977
3773,1743738062454810,258.694,11.758,20.338,0.924,-279.033,-12.686
3774,1743738062454815,266.873,12.132,5.101,0.231,-271.952,-12.363
3775,1743738062454820,274.384,12.473,-10.180,-0.462,-264.204,-12.012
3776,1743738062454825,281.249,12.783,-25.417,-1.155,-255.832,-11.628
3777,1743738062454831,287.448,13.064,-40.612,-1.847,-246.836,-11.222
3778,1743738062454838,292.936,13.314,-55.699,-2.531,-237.237,-10.783
3779,1743738062454844,297.735,13.531,-70.657,-3.210,-227.079,-10.321
3780,1743738062454851,301.803,13.720,-85.442,-3.884,-216.361,-9.836
3781,1743738062454857,305.139,13.873,-100.013,-4.544,-205.148,-9.324
3782,1743738062454863,307.765,13.988,-114.346,-5.195,-193.418,-8.793
3783,1743738062454870,309.637,14.076,-128.400,-5.837,-181.215,-8.239
3784,1743738062454877,310.756,14.127,-142.153,-6.461,-168.603,-7.661
3785,1743738062454883,311.122,14.141,-155.561,-7.070,-155.561,-7.070
3786,1743738062454890,310.756,14.127,-168.603,-7.661,-142.153,-6.461
3787,1743738062454897,309.637,14.076,-181.215,-8.239,-128.400,-5.837
3788,1743738062454904,307.765,13.988,-193.418,-8.793,-114.346,-5.195
3789,1743738062454911,305.139,13.873,-205.148,-9.324,-100.013,-4.544
3790,1743738062454918,301.803,13.720,-216.361,-9.836,-85.442,-3.884
3791,1743738062454925,297.735,13.531,-227.079,-10.321,-70.657,-3.210
3792,1743738062454932,292.936,13.314,-237.237,-10.783,-55.699,-2.531
3793,1743738062454939,287.448,13.064,-246.836,-11.222,-40.612,-1.847
3794,1743738062454946,281.249,12.783,-255.832,-11.628,-25.417,-1.155
3795,1743738062454953,274.384,12.473,-264.204,-12.012,-10.180,-0.462
3796,1743738062454960,266.873,12.132,-271.952,-12.363,5.101,0.231
3797,1743738062454968,258.694,11.758,-279.033,-12.686,20.338,0.924
3798,1743738062454975,249.892,11.360,-285.468,-12.977,35.554,1.616
3799,1743738062454982,240.508,10.931,-291.193,-13.235,50.684,2.304
3800,1743738062454989,230.522,10.478,-296.207,-13.466,65.685,2.983
3801,1743738062454997,219.998,9.998,-300.533,-13.660,80.535,3.662
3802,1743738062455003,208.936,9.499,-304.106,-13.822,95.170,4.327
3803,1743738062455009,197.378,8.973,-306.968,-13.951,109.590,4.983
3804,1743738062455016,185.347,8.423,-309.099,-14.048,123.752,5.625
3805,1743738062455022,172.843,7.855,-310.455,-14.113,137.612,6.253
3806,1743738062455029,159.952,7.269,-311.079,-14.141,151.127,6.872
3807,1743738062455036,146.672,6.668,-310.950,-14.136,164.299,7.467
3808,1743738062455043,133.027,6.045,-310.089,-14.094,177.061,8.049
3809,1743738062455050,119.060,5.412,-308.475,-14.020,189.394,8.608
3810,1743738062455058,104.812,4.766,-306.107,-13.914,201.295,9.148
3811,1743738062455064,90.306,4.105,-303.008,-13.771,212.680,9.666
3812,1743738062455071,75.607,3.436,-299.177,-13.600,223.571,10.164
3813,1743738062455079,60.692,2.757,-294.615,-13.392,233.923,10.631
3814,1743738062455086,45.648,2.074,-289.363,-13.152,243.694,11.079
3815,1743738062455093,30.497,1.385,-283.402,-12.880,252.905,11.494
3816,1743738062455100,15.259,0.693,-276.751,-12.580,261.492,11.887
3817,1743738062455108,0.000,0.000,-269.434,-12.247,269.434,12.247
3818,1743738062455115,-15.259,-0.693,-261.492,-11.887,276.751,12.580
3819,1743738062455122,-30.497,-1.385,-252.905,-11.494,283.402,12.880
3820,1743738062455130,-45.648,-2.074,-243.694,-11.079,289.363,13.152
3821,1743738062455137,-60.692,-2.757,-233.923,-10.631,294.615,13.392
3822,1743738062455149,-75.607,-3.436,-223.571,-10.164,299.177,13.600
3823,1743738062455156,-90.306,-4.105,-212.680,-9.666,303.008,13.771
3824,1743738062455163,-104.812,-4.766,-201.295,-9.148,306.107,13.914
3825,1743738062455170,-119.060,-5.412,-189.394,-8.608,308.475,14.020
3826,1743738062455177,-133.027,-6.045,-177.061,-8.049,310.089,14.094
3827,1743738062455184,-146.672,-6.668,-164.299,-7.467,310.950,14.136
3828,1743738062455191,-159.952,-7.269,-151.127,-6.872,311.079,14.141
3829,1743738062455198,-172.843,-7.855,-137.612,-6.253,310.455,14.113
3830,1743738062455205,-185.347,-8.423,-123.752,-5.625,309.099,14.048
3831,1743738062455212,-197.378,-8.973,-109.590,-4.983,306.968,13.951
3832,1743738062455219,-208.936,-9.499,-95.170,-4.327,304.106,13.822
3833,1743738062455230,-219.998,-9.998,-80.535,-3.662,300.533,13.660
3834,1743738062455236,-230.522,-10.478,-65.685,-2.983,296.207,13.466
3835,1743738062455243,-240.508,-10.931,-50.684,-2.304,291.193,13.235
3836,1743738062455250,-249.892,-11.360,-35.554,-1.616,285.468,12.977
3837,1743738062455257,-258.694,-11.758,-20.338,-0.924,279.033,12.686
3838,1743738062455265,-266.873,-12.132,-5.101,-0.231,271.952,12.363
3839,1743738062455272,-274.384,-12.473,10.180,0.462,264.204,12.012
3840,1743738062455279,-281.249,-12.783,25.417,1.155,255.832,11.628
3841,1743738062455286,-287.448,-13.064,40.612,1.847,246.836,11.222
3842,1743738062455293,-292.936,-13.314,55.699,2.531,237.237,10.783
3843,1743738062455301,-297.735,-13.531,70.657,3.210,227.079,10.321
3844,1743738062455308,-301.803,-13.720,85.442,3.884,216.361,9.836
3845,1743738062455315,-305.139,-13.873,100.013,4.544,205.148,9.324
3846,1743738062455321,-307.765,-13.988,114.346,5.195,193.418,8.793
3847,1743738062475389,-309.637,-14.076,128.400,5.837,181.215,8.239
3848,1743738062475421,-310.756,-14.127,142.153,6.461,168.603,7.661
3849,1743738062475427,-311.122,-14.141,155.561,7.070,155.561,7.070
3850,1743738062475432,-310.756,-14.127,168.603,7.661,142.153,6.461
3851,1743738062475446,-309.637,-14.076,181.215,8.239,128.400,5.837
3852,1743738062475451,-307.765,-13.988,193.418,8.793,114.346,5.195
3853,1743738062475456,-305.139,-13.873,205.148,9.324,100.013,4.544
3854,1743738062475461,-301.803,-13.720,216.361,9.836,85.442,3.884
3855,1743738062475466,-297.735,-13.531,227.079,10.321,70.657,3.210
3856,1743738062475472,-292.936,-13.314,237.237,10.783,55.699,2.531
3857,1743738062475477,-287.448,-13.064,246.836,11.222,40.612,1.847
3858,1743738062475482,-281.249,-12.783,255.832,11.628,25.417,1.155
3859,1743738062475487,-274.384,-12.473,264.204,12.012,10.180,0.462
3860,1743738062475493,-266.873,-12.132,271.952,12.363,-5.101,-0.231
3861,1743738062475498,-258.694,-11.758,279.033,12.686,-20.338,-0.924
3862,1743738062475503,-249.892,-11.360,285.468,12.977,-35.554,-1.616
3863,1743738062475508,-240.508,-10.931,291.193,13.235,-50.684,-2.304
3864,1743738062475513,-230.522,-10.478,296.207,13.466,-65.685,-2.983
3865,1743738062475519,-219.998,-9.998,300.533,13.660,-80.535,-3.662
3866,1743738062475524,-208.936,-9.499,304.106,13.822,-95.170,-4.327
3867,1743738062475529,-197.378,-8.973,306.968,13.951,-109.590,-4.983
3868,1743738062475533,-185.347,-8.423,309.099,14.048,-123.752,-5.625
3869,1743738062475538,-172.843,-7.855,310.455,14.113,-137.612,-6.253
3870,1743738062475543,-159.952,-7.269,311.079,14.141,-151.127,-6.872
3871,1743738062475548,-146.672,-6.668,310.950,14.136,-164.299,-7.467
3872,1743738062475553,-133.027,-6.045,310.089,14.094,-177.061,-8.049
3873,1743738062475558,-119.060,-5.412,308.475,14.020,-189.394,-8.608
3874,1743738062475563,-104.812,-4.766,306.107,13.914,-201.295,-9.148
3875,1743738062475568,-90.306,-4.105,303.008,13.771,-212.680,-9.666
3876,1743738062475573,-75.607,-3.436,299.177,13.600,-223.571,-10.164
3877,1743738062475578,-60.692,-2.757,294.615,13.392,-233.923,-10.631
3878,1743738062475583,-45.648,-2.074,289.363,13.152,-243.694,-11.079
3879,1743738062475589,-30.497,-1.385,283.402,12.880,-252.905,-11.494
3880,1743738062475594,-15.259,-0.693,276.751,12.580,-261.492,-11.887
3881,1743738062475599,0.000,0.000,269.434,12.247,-269.434,-12.247
3882,1743738062475617,15.259,0.693,261.492,11.887,-276.751,-12.580
3883,1743738062475622,30.497,1.385,252.905,11.494,-283.402,-12.880
3884,1743738062475627,45.648,2.074,243.694,11.079,-289.363,-13.152
3885,1743738062475633,60.692,2.757,233.923,10.631,-294.615,-13.392
3886,1743738062475638,75.607,3.436,223.571,10.164,-299.177,-13.600
3887,1743738062475643,90.306,4.105,212.680,9.666,-303.008,-13.771
3888,1743738062475648,104.812,4.766,201.295,9.148,-306.107,-13.914
3889,1743738062475653,119.060,5.412,189.394,8.608,-308.475,-14.020
3890,1743738062475658,133.027,6.045,177.061,8.049,-310.089,-14.094
3891,1743738062475663,146.672,6.668,164.299,7.467,-310.950,-14.136
3892,1743738062475668,159.952,7.269,151.127,6.872,-311.079,-14.141
3893,1743738062475673,172.843,7.855,137.612,6.253,-310.455,-14.113
3894,1743738062475677,185.347,8.423,123.752,5.625,-309.099,-14.048
3895,1743738062475682,197.378,8.973,109.590,4.983,-306.968,-13.951
3896,1743738062475687,208.936,9.499,95.170,4.327,-304.106,-13.822
3897,1743738062475692,219.998,9.998,80.535,3.662,-300.533,-13.660
3898,1743738062475697,230.522,10.478,65.685,2.983,-296.207,-13.466
3899,1743738062475702,240.508,10.931,50.684,2.304,-291.193,-13.235
3900,1743738062475707,249.892,11.360,35.554,1.616,-285.468,-12.977
3901,1743738062475713,258.694,11.758,20.338,0.924,-279.033,-12.686
3902,1743738062475718,266.873,12.132,5.101,0.231,-271.952,-12.363
3903,1743738062475723,274.384,12.473,-10.180,-0.462,-264.204,-12.012
3904,1743738062475728,281.249,12.783,-25.417,-1.155,-255.832,-11.628
3905,1743738062475733,287.448,13.064,-40.612,-1.847,-246.836,-11.222
3906,1743738062475738,292.936,13.314,-55.699,-2.531,-237.237,-10.783
3907,1743738062475744,297.735,13.531,-70.657,-3.210,-227.079,-10.321
3908,1743738062475749,301.803,13.720,-85.442,-3.884,-216.361,-9.836
3909,1743738062475754,305.139,13.873,-100.013,-4.544,-205.148,-9.324
3910,1743738062475759,307.765,13.988,-114.346,-5.195,-193.418,-8.793
3911,1743738062475764,309.637,14.076,-128.400,-5.837,-181.215,-8.239
3912,1743738062475772,310.756,14.127,-142.153,-6.461,-168.603,-7.661
3913,1743738062475778,311.122,14.141,-155.561,-7.070,-155.561,-7.070
3914,1743738062475785,310.756,14.127,-168.603,-7.661,-142.153,-6.461
3915,1743738062475792,309.637,14.076,-181.215,-8.239,-128.400,-5.837
3916,1743738062475798,307.765,13.988,-193.418,-8.793,-114.346,-5.195
3917,1743738062475805,305.139,13.873,-205.148,-9.324,-100.013,-4.544
3918,1743738062475812,301.803,13.720,-216.361,-9.836,-85.442,-3.884
3919,1743738062475819,297.735,13.531,-227.079,-10.321,-70.657,-3.210
3920,1743738062475826,292.936,13.314,-237.237,-10.783,-55.699,-2.531
3921,1743738062475833,287.448,13.064,-246.836,-11.222,-40.612,-1.847
3922,1743738062475840,281.249,12.783,-255.832,-11.628,-25.417,-1.155
3923,1743738062475847,274.384,12.473,-264.204,-12.012,-10.180,-0.462
3924,1743738062475854,266.873,12.132,-271.952,-12.363,5.101,0.231
3925,1743738062475861,258.694,11.758,-279.033,-12.686,20.338,0.924
3926,1743738062475867,249.892,11.360,-285.468,-12.977,35.554,1.616
3927,1743738062475874,240.508,10.931,-291.193,-13.235,50.684,2.304
3928,1743738062475881,230.522,10.478,-296.207,-13.466,65.685,2.983
3929,1743738062475888,219.998,9.998,-300.533,-13.660,80.535,3.662
3930,1743738062475895,208.936,9.499,-304.106,-13.822,95.170,4.327
3931,1743738062475901,197.378,8.973,-306.968,-13.951,109.590,4.983
3932,1743738062475908,185.347,8.423,-309.099,-14.048,123.752,5.625
3933,1743738062475915,172.843,7.855,-310.455,-14.113,137.612,6.253
3934,1743738062475920,159.952,7.269,-311.079,-14.141,151.127,6.872
3935,1743738062475924,146.672,6.668,-310.950,-14.136,164.299,7.467
3936,1743738062475927,133.027,6.045,-310.089,-14.094,177.061,8.049
3937,1743738062475931,119.060,5.412,-308.475,-14.020,189.394,8.608
3938,1743738062475934,104.812,4.766,-306.107,-13.914,201.295,9.148
3939,1743738062475939,90.306,4.105,-303.008,-13.771,212.680,9.666
3940,1743738062475945,75.607,3.436,-299.177,-13.600,223.571,10.164
3941,1743738062475952,60.692,2.757,-294.615,-13.392,233.923,10.631
3942,1743738062475958,45.648,2.074,-289.363,-13.152,243.694,11.079
3943,1743738062475965,30.497,1.385,-283.402,-12.880,252.905,11.494
3944,1743738062475969,15.259,0.693,-276.751,-12.580,261.492,11.887
3945,1743738062475972,0.000,0.000,-269.434,-12.247,269.434,12.247
3946,1743738062475976,-15.259,-0.693,-261.492,-11.887,276.751,12.580
3947,1743738062475979,-30.497,-1.385,-252.905,-11.494,283.402,12.880
3948,1743738062475983,-45.648,-2.074,-243.694,-11.079,289.363,13.152
3949,1743738062475987,-60.692,-2.757,-233.923,-10.631,294.615,13.392
3950,1743738062475990,-75.607,-3.436,-223.571,-10.164,299.177,13.600
3951,1743738062475994,-90.306,-4.105,-212.680,-9.666,303.008,13.771
3952,1743738062475997,-104.812,-4.766,-201.295,-9.148,306.107,13.914
3953,1743738062476000,-119.060,-5.412,-189.394,-8.608,308.475,14.020
3954,1743738062476004,-133.027,-6.045,-177.061,-8.049,310.089,14.094
3955,1743738062476007,-146.672,-6.668,-164.299,-7.467,310.950,14.136
3956,1743738062476011,-159.952,-7.269,-151.127,-6.872,311.079,14.141
3957,1743738062476014,-172.843,-7.855,-137.612,-6.253,310.455,14.113
3958,1743738062476017,-185.347,-8.423,-123.752,-5.625,309.099,14.048
3959,1743738062476021,-197.378,-8.973,-109.590,-4.983,306.968,13.951
3960,1743738062476024,-208.936,-9.499,-95.170,-4.327,304.106,13.822
3961,1743738062476027,-219.998,-9.998,-80.535,-3.662,300.533,13.660
3962,1743738062476031,-230.522,-10.478,-65.685,-2.983,296.207,13.466
3963,1743738062476034,-240.508,-10.931,-50.684,-2.304,291.193,13.235
3964,1743738062476038,-249.892,-11.360,-35.554,-1.616,285.468,12.977
3965,1743738062476041,-258.694,-11.758,-20.338,-0.924,279.033,12.686
3966,1743738062476045,-266.873,-12.132,-5.101,-0.231,271.952,12.363
3967,1743738062476048,-274.384,-12.473,10.180,0.462,264.204,12.012
3968,1743738062476052,-281.249,-12.783,25.417,1.155,255.832,11.628
3969,1743738062476055,-287.448,-13.064,40.612,1.847,246.836,11.222
3970,1743738062476059,-292.936,-13.314,55.699,2.531,237.237,10.783
3971,1743738062476062,-297.735,-13.531,70.657,3.210,227.079,10.321
3972,1743738062476066,-301.803,-13.720,85.442,3.884,216.361,9.836
3973,1743738062476069,-305.139,-13.873,100.013,4.544,205.148,9.324
3974,1743738062476073,-307.765,-13.988,114.346,5.195,193.418,8.793
3975,1743738062476076,-309.637,-14.076,128.400,5.837,181.215,8.239
3976,1743738062476080,-310.756,-14.127,142.153,6.461,168.603,7.661
3977,1743738062476083,-311.122,-14.141,155.561,7.070,155.561,7.070
3978,1743738062476086,-310.756,-14.127,168.603,7.661,142.153,6.461
3979,1743738062476090,-309.637,-14.076,181.215,8.239,128.400,5.837
3980,1743738062476093,-307.765,-13.988,193.418,8.793,114.346,5.195
3981,1743738062476096,-305.139,-13.873,205.148,9.324,100.013,4.544
3982,1743738062476100,-301.803,-13.720,216.361,9.836,85.442,3.884
3983,1743738062476103,-297.735,-13.531,227.079,10.321,70.657,3.210
3984,1743738062476107,-292.936,-13.314,237.237,10.783,55.699,2.531
3985,1743738062476110,-287.448,-13.064,246.836,11.222,40.612,1.847
3986,1743738062476116,-281.249,-12.783,255.832,11.628,25.417,1.155
3987,1743738062476123,-274.384,-12.473,264.204,12.012,10.180,0.462
3988,1743738062476130,-266.873,-12.132,271.952,12.363,-5.101,-0.231
3989,1743738062476137,-258.694,-11.758,279.033,12.686,-20.338,-0.924
3990,1743738062476144,-249.892,-11.360,285.468,12.977,-35.554,-1.616
3991,1743738062476151,-240.508,-10.931,291.193,13.235,-50.684,-2.304
3992,1743738062476158,-230.522,-10.478,296.207,13.466,-65.685,-2.983
3993,1743738062476165,-219.998,-9.998,300.533,13.660,-80.535,-3.662
3994,1743738062476172,-208.936,-9.499,304.106,13.822,-95.170,-4.327
3995,1743738062476178,-197.378,-8.973,306.968,13.951,-109.590,-4.983
3996,1743738062476185,-185.347,-8.423,309.099,14.048,-123.752,-5.625
3997,1743738062476192,-172.843,-7.855,310.455,14.113,-137.612,-6.253
3998,1743738062476199,-159.952,-7.269,311.079,14.141,-151.127,-6.872
3999,1743738062476205,-146.672,-6.668,310.950,14.136,-164.299,-7.467
4000,1743738062476212,-133.027,-6.045,310.089,14.094,-177.061,-8.049
4001,1743738062476219,-119.060,-5.412,308.475,14.020,-189.394,-8.608
4002,1743738062476226,-104.812,-4.766,306.107,13.914,-201.295,-9.148
4003,1743738062476236,-90.306,-4.105,303.008,13.771,-212.680,-9.666
4004,1743738062476243,-75.607,-3.436,299.177,13.600,-223.571,-10.164
4005,1743738062476250,-60.692,-2.757,294.615,13.392,-233.923,-10.631
4006,1743738062476257,-45.648,-2.074,289.363,13.152,-243.694,-11.079
4007,1743738062476264,-30.497,-1.385,283.402,12.880,-252.905,-11.494
4008,1743738062476271,-15.259,-0.693,276.751,12.580,-261.492,-11.887
4009,1743738062476278,0.000,0.000,269.434,12.247,-269.434,-12.247
4010,1743738062476284,15.259,0.693,261.492,11.887,-276.751,-12.580
4011,1743738062476291,30.497,1.385,252.905,11.494,-283.402,-12.880
4012,1743738062476298,45.648,2.074,243.694,11.079,-289.363,-13.152
4013,1743738062476304,60.692,2.757,233.923,10.631,-294.615,-13.392
4014,1743738062476309,75.607,3.436,223.571,10.164,-299.177,-13.600
4015,1743738062476314,90.306,4.105,212.680,9.666,-303.008,-13.771
4016,1743738062476319,104.812,4.766,201.295,9.148,-306.107,-13.914
4017,1743738062476324,119.060,5.412,189.394,8.608,-308.475,-14.020
4018,1743738062476329,133.027,6.045,177.061,8.049,-310.089,-14.094
4019,1743738062476333,146.672,6.668,164.299,7.467,-310.950,-14.136
4020,1743738062476338,159.952,7.269,151.127,6.872,-311.079,-14.141
4021,1743738062476343,172.843,7.855,137.612,6.253,-310.455,-14.113
4022,1743738062476348,185.347,8.423,123.752,5.625,-309.099,-14.048
4023,1743738062476353,197.378,8.973,109.590,4.983,-306.968,-13.951
4024,1743738062476358,208.936,9.499,95.170,4.327,-304.106,-13.822
4025,1743738062476363,219.998,9.998,80.535,3.662,-300.533,-13.660
4026,1743738062476368,230.522,10.478,65.685,2.983,-296.207,-13.466
4027,1743738062476373,240.508,10.931,50.684,2.304,-291.193,-13.235
4028,1743738062476378,249.892,11.360,35.554,1.616,-285.468,-12.977
4029,1743738062476384,258.694,11.758,20.338,0.924,-279.033,-12.686
4030,1743738062476389,266.873,12.132,5.101,0.231,-271.952,-12.363
4031,1743738062476394,274.384,12.473,-10.180,-0.462,-264.204,-12.012
4032,1743738062476399,281.249,12.783,-25.417,-1.155,-255.832,-11.628
4033,1743738062476404,287.448,13.064,-40.612,-1.847,-246.836,-11.222
4034,1743738062476409,292.936,13.314,-55.699,-2.531,-237.237,-10.783
4035,1743738062476414,297.735,13.531,-70.657,-3.210,-227.079,-10.321
4036,1743738062476419,301.803,13.720,-85.442,-3.884,-216.361,-9.836
4037,1743738062476424,305.139,13.873,-100.013,-4.544,-205.148,-9.324
4038,1743738062476429,307.765,13.988,-114.346,-5.195,-193.418,-8.793
4039,1743738062476442,309.637,14.076,-128.400,-5.837,-181.215,-8.239
4040,1743738062476447,310.756,14.127,-142.153,-6.461,-168.603,-7.661
4041,1743738062476452,311.122,14.141,-155.561,-7.070,-155.561,-7.070
4042,1743738062476457,310.756,14.127,-168.603,-7.661,-142.153,-6.461
4043,1743738062476462,309.637,14.076,-181.215,-8.239,-128.400,-5.837
4044,1743738062476469,307.765,13.988,-193.418,-8.793,-114.346,-5.195
4045,1743738062476474,305.139,13.873,-205.148,-9.324,-100.013,-4.544
4046,1743738062476479,301.803,13.720,-216.361,-9.836,-85.442,-3.884
4047,1743738062476484,297.735,13.531,-227.079,-10.321,-70.657,-3.210
